wkt_geom,DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Point (-49.25944444400585098 -6.96888888851134425),Vale dos Sonhos,Cobalt,Ni-Co laterite,-6.968888889,-49.25944444,Brazil,
Point (-49.75027777749738789 -6.23638888853633944),Vermelho,Cobalt,Ni-Co laterite,-6.236388889,-49.75027778,Brazil,
Point (-49.35111111078907697 -7.78749999962525408),Vila Oito,Cobalt,Ni-Co laterite,-7.7875,-49.35111111,Brazil,
Point (30.18777777812204022 -3.78722222232767081),Musongati,Cobalt,Ni-Co laterite,-3.787222222,30.18777778,Burundi,
Point (30.09000000039975475 -3.27638888923581817),Nyabikere,Cobalt,Ni-Co laterite,-3.276388889,30.09,Burundi,
Point (29.91083333289202528 -3.56194444468030724),Waga,Cobalt,Ni-Co laterite,-3.561944445,29.91083333,Burundi,
Point (13.81305555566939347 3.2663888887362873),Nkamouna,Cobalt,Ni-Co laterite,3.266388889,13.81305556,Cameroon,
Point (-74.95499999975015726 20.60249999957534328),Moa,Cobalt,Ni-Co laterite,20.6025,-74.955,Cuba,
Point (-75.5427777775723257 20.62611111083913329),Nicaro,Cobalt,Ni-Co laterite,20.62611111,-75.54277778,Cuba,
Point (-75.71861111151355317 20.53916666630863119),Pinares de Mayari,Cobalt,Ni-Co laterite,20.53916667,-75.71861111,Cuba,
Point (-74.89222222177806998 20.62583333364148075),Punta Gorda,Cobalt,Ni-Co laterite,20.62583333,-74.89222222,Cuba,
Point (-89.66444444455544271 15.43305555566939802),Sechol,Cobalt,Ni-Co laterite,15.43305556,-89.66444444,Guatemala,
Point (85.73944444450557967 21.01333333376641122),Bhimatangar,Cobalt,Ni-Co laterite,21.01333333,85.73944444,India,
Point (85.85638888933584667 21.05861111141371111),Kansa,Cobalt,Ni-Co laterite,21.05861111,85.85638889,India,
Point (85.81694444453052029 21.0547222225525843),Saruabil,Cobalt,Ni-Co laterite,21.05472222,85.81694444,India,
Point (129.88222222197805422 -0.45222222197793371),Gag Island,Cobalt,Ni-Co laterite,-0.452222222,129.8822222,Indonesia,
Point (127.94222222207793038 -0.49472222225273299),Halmahera/Weda Bay,Cobalt,Ni-Co laterite,-0.494722222,127.9422222,Indonesia,
Point (121.92777777752246493 -2.70388888876118472),La Sampala,Cobalt,Ni-Co laterite,-2.703888889,121.9277778,Indonesia,
Point (-7.61555555544447316 7.74388888896112348),Tiuba-Biankouma,Cobalt,Ni-Co laterite,7.743888889,-7.615555555,Côte d’Ivoire,
Point (78.75527777764739312 50.61222222247761238),Gornostai,Cobalt,Ni-Co laterite,50.61222222,78.75527778,Kazakhstan,
Point (58.28027777809705867 50.33666666683325275),Kempirsai,Cobalt,Ni-Co laterite,50.33666667,58.28027778,Kazakhstan,
Point (21.2558333336414762 42.2236111106642511),Cikatova,Cobalt,Ni-Co laterite,42.22361111,21.25583333,Kosovo,Serbia
Point (21.00972222210293694 42.54361111146369012),Glavica,Cobalt,Ni-Co laterite,42.54361111,21.00972222,Kosovo,Serbia
Point (21.98777777742253647 41.17055555549455903),Ržanovo,Cobalt,Ni-Co laterite,41.17055556,21.98777778,Macedonia,
Point (48.35305555516976028 -18.86777777752234897),Ambatovy,Cobalt,Ni-Co laterite,-18.86777778,48.35305556,Madagascar,
Point (48.37083333359151993 -18.84555555584415742),Analamay,Cobalt,Ni-Co laterite,-18.84555556,48.37083333,Madagascar,
Point (117.33299999965026927 5.58400000019992149),Tavai,Cobalt,Ni-Co laterite,5.584,117.333,Malaysia,
Point (166.93222222257759313 -22.30472222255247061),Goro,Cobalt,Ni-Co laterite,-22.30472222,166.9322222,New Caledonia,
Point (165.73861111131384405 -21.4152777776472476),Kouaoua,Cobalt,Ni-Co laterite,-21.41527778,165.7386111,New Caledonia,
Point (166.05222222217787476 -21.51388888876118699),Nakety,Cobalt,Ni-Co laterite,-21.51388889,166.0522222,New Caledonia,
Point (165.04166666638366223 -21.22166666708295679),Nepoui,Cobalt,Ni-Co laterite,-21.22166667,165.0416667,New Caledonia,
Point (166.18194444418077182 -21.61527777814688989),Thio,Cobalt,Ni-Co laterite,-21.61527778,166.1819444,New Caledonia,
Point (164.21722222242772204 -20.44472222195292943),Tiébaghi,Cobalt,Ni-Co laterite,-20.44472222,164.2172222,New Caledonia,
Point (147.69999999990011474 -8.99999999990001243),Mambare,Cobalt,Ni-Co laterite,-9,147.7,Papua New Guinea,
Point (145.18750000042473403 -5.52555555584416425),Ramu,Cobalt,Ni-Co laterite,-5.525555556,145.1875,Papua New Guinea,
Point (148.9605555551947873 -9.68277777807196571),Wowo Gap,Cobalt,Ni-Co laterite,-9.682777778,148.9605556,Papua New Guinea,
Point (120.04138888918589601 15.72416666675832175),Acoje/Zambales,Cobalt,Ni-Co laterite,15.72416667,120.0413889,Philippines,
Point (125.52277777807205439 9.28416666685825476),Agata/Bolobolo/Karihatag,Cobalt,Ni-Co laterite,9.284166667,125.5227778,Philippines,
Point (118.14333333336674059 9.39111111098901574),Berong,Cobalt,Ni-Co laterite,9.391111111,118.1433333,Philippines,
Point (125.6647222219530704 9.91805555571937703),Cagdianao,Cobalt,Ni-Co laterite,9.918055556,125.6647222,Philippines,
Point (117.97499999995011422 8.96749999962531774),Ipilan,Cobalt,Ni-Co laterite,8.9675,117.975,Philippines,
Point (121.06611111083918786 12.94222222257758403),Mindoro,Cobalt,Ni-Co laterite,12.94222222,121.0661111,Philippines,
Point (125.61944444430571366 9.84277777777225538),Nonoc,Cobalt,Ni-Co laterite,9.842777778,125.6194444,Philippines,
Point (117.404999999650272 8.58700000034980349),Rio Tuba,Cobalt,Ni-Co laterite,8.587,117.405,Philippines,
Point (125.7169999995503531 9.77500000034979166),Taganaan,Cobalt,Ni-Co laterite,9.775,125.717,Philippines,
Point (125.82749999972531896 9.52888888881119556),Taganito/Adlay,Cobalt,Ni-Co laterite,9.528888889,125.8275,Philippines,
Point (-67.1577777774224387 18.12638888853643948),Guanajibo,Cobalt,Ni-Co laterite,18.12638889,-67.15777778,Puerto Rico,
Point (-67.10055555599404897 18.19194444478034711),Las Mesas,Cobalt,Ni-Co laterite,18.19194444,-67.10055556,Puerto Rico,
Point (58.23000000010000576 51.20694444463049422),Akkermanov,Cobalt,Ni-Co laterite,51.20694444,58.23,Russia,
Point (60.83444444445558474 50.84694444463048058),Buruktal,Cobalt,Ni-Co laterite,50.84694444,60.83444444,Russia,
Point (60.2963888893358444 56.12361111076421594),Cheremshanskoe,Cobalt,Ni-Co laterite,56.12361111,60.29638889,Russia,
Point (61.11000000010000122 57.43388888876125975),Lipovskoe,Cobalt,Ni-Co laterite,57.43388889,61.11,Russia,
Point (60.26361111076420229 56.16916666650848811),Rogozhinskoe,Cobalt,Ni-Co laterite,56.16916667,60.26361111,Russia,
Point (60.55888888881122512 59.71388888906102466),Serovskoe,Cobalt,Ni-Co laterite,59.71388889,60.55888889,Russia,
Point (60.39611111103897656 56.06861111141370202),Sinarskoe,Cobalt,Ni-Co laterite,56.06861111,60.39611111,Russia,
Point (20.8402777780970041 43.58666666683325275),Rudjinci,Cobalt,Ni-Co laterite,43.58666667,20.84027778,Serbia,
Point (159.71388888886122004 -8.38694444403080297),Isabela Island,Cobalt,Ni-Co laterite,-8.386944444,159.7138889,Solomon Islands,
Point (33.42099999975022229 -3.66499999994999826),Dutwa,Cobalt,Ni-Co laterite,-3.665,33.421,Tanzania,
Point (27.76916666660844157 38.61638888913597611),Çaldag,Cobalt,Ni-Co laterite,38.61638889,27.76916667,Turkey,
Point (-139.99999999980013854 9.99999999990012611),Clarion-Clipperton zone,Cobalt; Manganese,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules and crusts,10,-140,Pacific Ocean,
Point (-170.00000000009990231 -9.99999999970020781),Cook Islands EEZ,Cobalt,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules,-10,-170,Pacific Ocean,
Point (73.99999999970026465 -13.9999999998000817),Pioneer,Cobalt,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules,-14,74,Indian Ocean,
Point (159.99999999960039077 14.99999999980019538),Prime crust zone,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,15,160,Pacific Ocean,
Point (-14.99999999960027708 35.19999999990011474),Nameless,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,35.2,-15,Atlantic Ocean,
Point (-14.49999999970020781 34.6000000001998842),Unicorn,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,34.6,-14.5,Atlantic Ocean,
Point (-14.99999999960027708 36.00000000009998757),MTR,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,36,-15,Atlantic Ocean,
Point (82.99999999970026465 -3.00000000019980462),Afanasiy-Nikitin seamount,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,-3,83,Indian Ocean,
Point (35.62699999955037811 0.33340000010997528),Kimwarer,Fluorite,"Alkaline-volcanic-related epithermal veins, breccia-fills, and carbonate replacements",0.3334,35.627,Kenya,
Point (-5.80810000031470963 33.55779999957036352),El Hammam,Fluorite,Tin-granite-related,33.5578,-5.8081,Morocco,
Point (-2.99700000034971481 34.44270000020492262),Jebel Tirremi,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,34.4427,-2.997,Morocco,
Point (34.3103000000450038 -17.57789999958527005),Canxixe area,Fluorite,Deposit type unclassified,-17.5779,34.3103,Mozambique,
Point (32.58330000029485518 -16.40000000039964334),Chioco-Djanguire area,Fluorite,Deposit type unclassified,-16.4,32.5833,Mozambique,
Point (34.20000000009997621 -17.93329999969517985),Macossa,Fluorite,Deposit type unclassified,-17.9333,34.2,Mozambique,
Point (34.08299999965032612 -16.31700000034970799),Mount Muambe,Fluorite,Carbonatite-Related F,-16.317,34.083,Mozambique,
Point (16.76670000020487805 -20.06669999970517893),Okorusu,Fluorite,Carbonatite-Related F,-20.0667,16.7667,Namibia,
Point (28.65840000015992928 -24.48149999982507552),Buffalo,Fluorite,Tin-granite-related,-24.4815,28.6584,South Africa,
Point (31.90000000019989557 -28.13329999999496067),Hlabisa,Fluorite,Deposit type unclassified,-28.1333,31.9,South Africa,
Point (28.5811000003647564 -25.25529999959525185),Vergenoeg,Fluorite,Tin-granite-related,-25.2553,28.5811,South Africa,
Point (26.09199999990011065 -25.71700000044961598),Marico district,Fluorite,Mississippi Valley-type F,-25.717,26.092,South Africa,
Point (28.1707000000050698 -24.85769999955527965),Zwartkloof,Fluorite,Tin granite,-24.8577,28.1707,South Africa,
Point (30.83710000006499286 12.73160000023989369),Jebel Semeih (J. Sumayh),Fluorite,Deposit type unclassified,12.7316,30.8371,Sudan,
Point (10.20440000005999082 36.34150000042473039),Hammam Zriba,Fluorite,Salt-Related Carbonate-Hosted F,36.3415,10.2044,Tunisia,
Point (118.90079999992008197 28.02499999985013801),Badu,Fluorite,"Related to volcanics of ""normal evolution""",28.025,118.9008,China,
Point (112.08329999969532764 33.76670000040473951),Chenlou,Fluorite,Deposit type unclassified,33.7667,112.0833,China,
Point (112.9832999996953049 29.183299999895155),Donggangshan,Fluorite,"Related to volcanics of ""normal evolution""",29.1833,112.9833,China,
Point (119.70000000009997621 28.91670000020491216),Houshu,Fluorite,"Related to volcanics of ""normal evolution""",28.9167,119.7,China,
Point (114.56669999990515407 31.4000000002998263),Huahe,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,31.4,114.5667,China,
Point (109.47390000038478775 28.58529999979521108),Huayuan district,Fluorite,Mississippi Valley-type F,28.5853,109.4739,China,
Point (118.93330000039475181 28.66669999980518924),Hushan,Fluorite,"Related to volcanics of ""normal evolution""",28.6667,118.9333,China,
Point (113.85000000009995347 32.53330000039477454),Jianshan,Fluorite,"Related to volcanics of ""normal evolution""",32.5333,113.85,China,
Point (100.08330000029485518 27.30000000039973429),Mahuaping,Fluorite,Tin-granite-related,27.3,100.0833,China,
Point (112.86749999972528258 26.95000000019990694),Shuangjiangkou,Fluorite,Deposit type unclassified,26.95,112.8675,China,
Point (111.27000000039976157 43.12309999986513276),Sumochagan Obo,Fluorite,"Related to volcanics of ""normal evolution""",43.1231,111.27,China,
Point (113.45000000000004547 29.36670000020490079),Taolin,Fluorite,Tin granite,29.3667,113.45,China,
Point (119.88929999999504616 28.9892999999950689),Yangjia-Wuyi,Fluorite,"Related to volcanics of ""normal evolution""",28.9893,119.8893,China,
Point (119.8675000001250055 30.58329999979520153),Yinzishan,Fluorite,"Related to volcanics of ""normal evolution""",30.5833,119.8675,China,
Point (118.76749999962532911 30.53329999989512089),Zhuancum,Fluorite,Deposit type unclassified,30.5333,118.7675,China,
Point (74.06279999992011653 21.99690000023485936),Amba Dongar,Fluorite,Carbonatite-Related F,21.9969,74.0628,India,
Point (78.72990000038475955 49.98189999988511545),Karadzhal,Fluorite,"Skarns, greisens, veins, and replacements related to strongly differentiated granites",49.9819,78.7299,Kazakhstan,
Point (109.33300000034978439 46.49999999980019538),Adag,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.5,109.333,Mongolia,
Point (111.16929999979521426 47.77329999979519926),Berkh,Fluorite,Alkaline-Volcanic-Related Epithermal F,47.7733,111.1693,Mongolia,
Point (109.44170000025485479 46.26810000041473359),Bor Ondor,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.2681,109.4417,Mongolia,
Point (104.16290000013498229 44.37289999983516964),Mushugai-Khudag,Fluorite,Carbonatite-Related F,44.3729,104.1629,Mongolia,
Point (110.73889999983521193 44.70580000016991562),Urgun (Örgön),Fluorite,Alkaline-Volcanic-Related Epithermal F,44.7058,110.7389,Mongolia,
Point (110.04169999995508533 46.36709999996509168),Zuum-Tsagaan-Del,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.3671,110.0417,Mongolia,
Point (67.14849999997505847 29.43790000018492492),Kalat district,Fluorite,Mississippi Valley-type F,29.4379,67.1485,Pakistan,
Point (113.11670000010497006 54.90000000009996484),Auninsky,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,54.9,113.1167,Russia,
Point (92.39720000017990742 51.90970000015494179),Chaakhol,Fluorite,Carbonatite-Related F,51.9097,92.3972,Russia,
Point (116.52939999981015262 51.01079999962036027),Kalangui,Fluorite,"Related to volcanics of ""normal evolution""",51.0108,116.5294,Russia,
Point (92.13249999997509576 51.30509999966528767),Karasug,Fluorite,Carbonatite-Related F,51.3051,92.1325,Russia,
Point (105.61669999980523471 50.91670000030484289),Naransky,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,50.9167,105.6167,Russia,
Point (132.18329999999502888 44.16670000030484289),Pogranichny,Fluorite,Tin-granite-related,44.1667,132.1833,Russia,
Point (57.80890000003500973 53.83699999985014983),Suran I & Suran II,Fluorite,Subalkaline-volcanic-related epithermal veins and replacements,53.837,57.8089,Russia,
Point (109.56050000007502376 51.67369999965529814),"Yermakovka (Yermakovsky, Ermakovsky)",Fluorite,Peralkaline to Alkaline-Intrusion-Related F,51.6737,109.5605,Russia,
Point (68.93870000040476498 38.83710000026485432),Takob,Fluorite,Deposit type unclassified,38.8371,68.9387,Tajikistan,
Point (98.81889999973526528 18.21269999990511224),Ban Hong,Fluorite,Subalkaline-Volcanic-Related Epithermal F,18.2127,98.8189,Thailand,
Point (98.77499999965033339 17.87919999978021224),Doi Tao district,Fluorite,Deposit type unclassified,17.8792,98.775,Thailand,
Point (99.46670000040472814 13.36669999980517787),Yang Hak district,Fluorite,Deposit type unclassified,13.3667,99.4667,Thailand,
Point (31.36499999965030838 39.61699999985017939),Kizilcaören (a.k.a. Beylikahir),Fluorite,Carbonatite-Related F,39.617,31.365,Turkey,
Point (70.53309999976522704 41.20579999997005416),Suppatash,Fluorite,Deposit type unclassified,41.2058,70.5331,Uzbekistan,
Point (105.66700000004999538 21.64790000028483519),Nui Phao,Fluorite,Tin-granite-related,21.6479,105.667,Vietnam,
Point (146.06870000040476043 -41.48620000002995312),Moina,Fluorite; Beryllium,Tin-granite-related; Non-pegmatite,-41.4862,146.0687,Australia,
Point (127.98390000008498646 -16.4075000000249247),Speewah,Fluorite,Carbonatite-Related F,-16.4075,127.9839,Australia,
Point (4.07799999990010065 46.97400000039976931),Argentolle,Fluorite,Salt-Related Carbonate-Hosted F,46.974,4.078,France,
Point (2.31479999992012608 42.54139999961034846),Escaro,Fluorite,Salt-Related Carbonate-Hosted F,42.5414,2.3148,France,
Point (2.37819999993007514 43.82109999976523795),Montroc,Fluorite,Salt-Related Carbonate-Hosted F,43.8211,2.3782,France,
Point (3.49510000006500832 45.04919999998008961),Le Barlet,Fluorite,Salt-Related Carbonate-Hosted F,45.0492,3.4951,France,
Point (2.40600000039972883 43.87310000016492495),Le Burc,Fluorite,Salt-Related Carbonate-Hosted F,43.8731,2.406,France,
Point (1.30809999961536505 46.42109999996506531),Rossignol,Fluorite,Salt-Related Carbonate-Hosted F,46.4211,1.3081,France,
Point (18.50500000034980985 47.2180000001998792),Pakozd,Fluorite,Tin granite,47.218,18.505,Hungary,
Point (9.4750000000499881 39.43599999960036939),Bruncu Molentinu,Fluorite,Deposit type unclassified,39.436,9.475,Italy,
Point (9.25600000019989011 39.51700000005001812),Muscadroxiu-GennaTres Montis-S'Acqua Frida (Silius mine),Fluorite,Salt-Related Carbonate-Hosted F,39.517,9.256,Italy,
Point (12.14409999961532094 42.06700000034976483),Pianciano-Castel Giuliano,Fluorite,Tuffaceous Limy Lacustrine Sediment-hosted F,42.067,12.1441,Italy,
Point (11.7469000000349979 42.57550000012497549),Santo Maria di Sala,Fluorite,Tuffaceous Limy Lacustrine Sediment-hosted F,42.5755,11.7469,Italy,
Point (-5.62190000038464177 43.42770000005498332),Asturias region,Fluorite,Salt-Related Carbonate-Hosted F,43.4277,-5.6219,Spain,
Point (2.59300000034977529 41.94969999955537787),Osor,Fluorite,Salt-Related Carbonate-Hosted F,41.9497,2.593,Spain,
Point (-2.54210000011488546 36.92510000016494587),Sierra Gador district,Fluorite,Deposit type unclassified,36.9251,-2.5421,Spain,
Point (-2.1734000000099627 54.79460000038977796),Northern Pennine Orefield,Fluorite,Mississippi Valley-type F,54.7946,-2.1734,United Kingdom,
Point (-1.69290000003491059 53.27429999984519782),Southern Pennine Orefield,Fluorite,Mississippi Valley-type F,53.2743,-1.6929,United Kingdom,
Point (-78.19000000029973307 45.05999999980019766),Fission (Richardson) mine,Fluorite,Carbonatite-Related F,45.06,-78.19,Canada,
Point (-55.40719999997998002 46.91590000018493356),St. Lawrence district,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,46.9159,-55.4072,Canada,
Point (-102.54240000025976087 29.25819999963033524),Aguachile,Fluorite; Beryllium,Alkaline-Volcanic-Related Epithermal F; Carbonate-hosted Be,29.2582,-102.5424,Mexico,
Point (-100.17709999996498027 21.57020000003001314),El Refugio mine,Fluorite,"Related to volcanics of ""normal evolution""",21.5702,-100.1771,Mexico,
Point (-102.49639999956031033 28.54239999996008237),Encantada-Buenavista,Fluorite,Salt-Related Carbonate-Hosted F,28.5424,-102.4964,Mexico,
Point (-100.58159999984007982 21.94409999981519377),Las Cuevas,Fluorite,"Related to volcanics of ""normal evolution""",21.9441,-100.5816,Mexico,
Point (-105.86220000022979093 26.85000000039974566),Parral district,Fluorite,Deposit type unclassified,26.85,-105.8622,Mexico,
Point (-99.54459999979013674 18.58899999975022865),"La Azul deposit, Taxco district",Fluorite,Deposit type unclassified,18.589,-99.5446,Mexico,
Point (-106.06640000015983105 38.63159999974027414),Brown's Canyon district,Fluorite,Deposit type unclassified,38.6316,-106.0664,United States of America,Colorado
Point (-113.88809999961523545 46.00619999983018715),Crystal Mountain,Fluorite,"Skarns, greisens, veins, and replacements related to strongly differentiated granites",46.0062,-113.8881,United States of America,Montana
Point (-116.68110000036466545 36.88959999984018623),Daisy mine,Fluorite,Alkaline-Volcanic-Related Epithermal F,36.8896,-116.6811,United States of America,Nevada
Point (-108.6763000000449324 32.72550000002502202),Great Eagle,Fluorite,Alkaline-Volcanic-Related Epithermal F,32.7255,-108.6763,United States of America,New Mexico
Point (-88.3539999997001928 37.52099999965031429),Hicks Dome,Fluorite; Beryllium,Carbonatite-Related F; Pegmatite,37.521,-88.354,United States of America,Illinois
Point (-108.82140000040965333 33.31709999996508031),Huckleberry mine,Fluorite,Alkaline-Volcanic-Related Epithermal F,33.3171,-108.8214,United States of America,New Mexico
Point (-88.23499999965019924 37.29899999995006965),Illinois-Kentucky fluorspar district,Fluorite; Gallium,Mississippi Valley-type,37.299,-88.235,United States of America,Kentucky
